CustomerKey,Name,Birth Year,Gender,EmailAddress,Region,Education,Income Level,TotalChildren,Revenue,Profit,Orders,CLV,Offline for?
16442,Mr. Luke Gonzalez,1979,M,luke40@adventure-works.com,Germany,Undergrad,Low,3,$4665.5,$1810.8,2.0,$1681.4994,154
16444,Mrs. Erika Carlson,1963,F,erika15@adventure-works.com,United Kingdom,Undergrad,Low,1,$3278.9,$1301.9,2.0,$1201.7294,291
16445,Mrs. Caitlin Ward,1962,F,caitlin10@adventure-works.com,United Kingdom,Undergrad,Low,1,$3272.8,$1311.8,2.0,$1249.3551,51
16446,Mrs. Kristine Munoz,1962,F,kristine8@adventure-works.com,United Kingdom,Undergrad,Low,1,$3093.0,$1299.5,2.0,$1237.5906,55
16447,Mrs. Kate Becker,1962,F,kate17@adventure-works.com,United Kingdom,Undergrad,Low,1,$3009.7,$1247.8,2.0,$1164.6489,212
16448,Mrs. Cheryl Martin,1962,F,cheryl2@adventure-works.com,Germany,Undergrad,Low,1,$6670.2,$2736.7,3.0,$1287.84,73
16449,Mr. Casey Browning,1978,M,casey39@adventure-works.com,United Kingdom,Undergrad,Low,4,$58.2,$37.0,2.0,$24.6521,216
16450,Mrs. Rebekah Gutierrez,1977,F,rebekah31@adventure-works.com,France,Undergrad,Low,5,$75.9,$47.5,1.0,,77
16451,Mr. Karl Stone,1977,M,karl0@adventure-works.com,Germany,Undergrad,Low,0,$4379.0,$1731.7,2.0,$1616.2634,124
16453,Ms. Mayra Chandra,1977,F,mayra1@adventure-works.com,United Kingdom,Undergrad,Low,0,$26.8,$16.8,2.0,$14.3961,64
16454,Mr. Marco Suri,1977,M,marco0@adventure-works.com,United Kingdom,Undergrad,Low,0,$59.5,$37.3,2.0,$24.8436,248
16455,Mrs. Deb Moreno,1911,F,deb3@adventure-works.com,France,High School,Low,4,$58.0,$36.3,1.0,,275
16456,Mr. Larry Navarro,1975,M,larry12@adventure-works.com,Germany,High School,Low,0,$95.0,$59.4,1.0,,113
16457,Ms. Kathleen Martin,1976,F,kathleen2@adventure-works.com,Germany,High School,Low,0,$180.0,$112.7,1.0,,136
16458,Ms. Michele Ruiz,1976,F,michele37@adventure-works.com,Germany,Undergrad,Low,0,$50.0,$31.3,1.0,,275
16459,Ms. Carolyn Kapoor,1976,F,carolyn2@adventure-works.com,United Kingdom,Undergrad,Low,0,$58.2,$37.0,2.0,$24.6521,267
16460,Ms. Jodi Xu,1976,F,jodi5@adventure-works.com,United Kingdom,Undergrad,Low,0,$58.2,$37.0,2.0,$30.8153,35
16461,Ms. Rosa Wu,1976,F,rosa7@adventure-works.com,United Kingdom,Undergrad,Low,0,$3284.5,$1304.5,2.0,$1242.3355,35
16463, Anna Murphy,1975,NA,anna10@adventure-works.com,Germany,High School,Low,0,$127.8,$80.0,1.0,,199
16464,Mr. Alan Liu,1974,M,alan8@adventure-works.com,United Kingdom,High School,Low,0,$53.6,$34.1,2.0,$27.2889,112
16465,Ms. Kara Goel,1974,F,kara17@adventure-works.com,United Kingdom,High School,Low,0,$3305.1,$1327.1,2.0,$1263.8655,57
16466,Ms. Alisha Kumar,1974,F,alisha32@adventure-works.com,Germany,High School,Low,0,$4363.1,$1721.8,2.0,$1614.1475,92
16467,Mr. Ronald Srini,1974,M,ronald10@adventure-works.com,United Kingdom,High School,Low,0,$5.0,$3.1,1.0,,75
16468,Mr. Orlando Dominguez,1975,M,orlando12@adventure-works.com,France,Undergrad,Low,0,$93.0,$58.2,1.0,,111
16469,Ms. Michele Tang,1975,F,michele4@adventure-works.com,France,Undergrad,Low,0,$95.6,$60.4,1.0,,255
16470,Mr. Wesley Guo,1975,M,wesley17@adventure-works.com,United Kingdom,Undergrad,Low,1,$3021.0,$1254.4,2.0,$1170.7769,230
16471,Mrs. Vanessa Hayes,1913,F,vanessa23@adventure-works.com,France,High School,Low,4,$105.1,$64.0,1.0,,25
16472,Ms. Olivia Robinson,1974,F,olivia17@adventure-works.com,France,High School,Low,0,$54.6,$34.2,1.0,,57
16473,Ms. Dawn Andersen,1973,F,dawn37@adventure-works.com,Germany,High School,Low,0,$50.0,$31.3,1.0,,84
16474,Mr. Jay Serrano,1973,M,jay46@adventure-works.com,Germany,High School,Low,0,$50.0,$31.3,1.0,,274
16475,Mr. Kurt Anand,1973,M,kurt21@adventure-works.com,Germany,High School,Low,0,$4419.7,$1757.8,2.0,$1647.8933,110
16476,Mr. Shawn Xie,1973,M,shawn5@adventure-works.com,France,Undergrad,Low,0,$4453.7,$1757.1,2.0,$1561.8492,134
16477,Ms. Anna Gonzales,1977,F,anna42@adventure-works.com,Northwest,High School,Low,0,$48.6,$31.0,1.0,,315
16478,Mr. Adrian Gray,1977,M,adrian8@adventure-works.com,Southwest,Undergrad,Average,0,$2187.0,$1008.2,1.0,,77
16479,Ms. Victoria Brooks,1976,F,victoria46@adventure-works.com,Canada,Undergrad,Average,0,$223.1,$140.2,3.0,$60.0881,36
16480,Mr. Alan Zhou,1949,M,alan12@adventure-works.com,Australia,High School,Low,2,$119.9,$53.7,1.0,,182
16481,Mrs. Madison Bryant,1949,F,madison30@adventure-works.com,Australia,High School,Low,2,$243.9,$131.3,2.0,$87.5215,7
16482,Mrs. Tabitha Arthur,1950,F,tabitha5@adventure-works.com,Australia,Undergrad,Low,3,$1082.1,$432.7,1.0,,310
16483,Mr. Warren Jai,1950,M,warren42@adventure-works.com,Australia,Undergrad,Low,2,$540.0,$245.4,1.0,,37
16484,Mr. Dustin Lal,1950,M,dustin8@adventure-works.com,Australia,Undergrad,Low,2,$624.5,$294.1,1.0,,56
16485,Mr. Ian Foster,1980,M,ian56@adventure-works.com,Southwest,High School,Low,0,$40.0,$25.0,1.0,,77
16486,Mrs. Rachael Madan,1951,F,rachael7@adventure-works.com,Australia,High School,Low,3,$99.0,$61.9,1.0,,301
16487,Mrs. Brianna Griffin,1951,F,brianna66@adventure-works.com,Australia,High School,Low,3,$80.9,$51.2,2.0,$25.5943,163
16488,Mr. Joel Rodriguez,1951,M,joel18@adventure-works.com,Australia,High School,Low,3,$148.9,$67.4,1.0,,283
16489,Mr. Frederick Garcia,1951,M,frederick13@adventure-works.com,Australia,High School,Low,3,$153.1,$81.2,2.0,$54.1266,232
16490,Ms. Megan Robinson,1980,F,megan21@adventure-works.com,Southwest,Undergrad,Average,0,$2215.2,$882.5,1.0,,222
16492,Mr. Theodore Sanz,1952,M,theodore21@adventure-works.com,Australia,Undergrad,Low,2,$37.6,$24.1,1.0,,59
16493,Mrs. Brenda Fernandez,1953,F,brenda19@adventure-works.com,Australia,Undergrad,Low,3,$619.0,$269.2,1.0,,8
16494,Mrs. Jordyn Simmons,1954,F,jordyn15@adventure-works.com,Australia,Undergrad,Average,2,$2142.3,$997.9,1.0,,12
16495,Mrs. Monique Ramos,1954,F,monique14@adventure-works.com,Australia,Undergrad,Average,2,$2181.7,$1005.5,1.0,,23
16496,Mrs. Dawn Tang,1954,F,dawn28@adventure-works.com,Australia,Undergrad,Average,2,$2160.4,$1009.2,1.0,,3
16497,Ms. Julia Peterson,1975,F,julia59@adventure-works.com,Canada,Undergrad,Low,0,$202.9,$125.8,4.0,$35.9361,18
16498,Mr. Hunter Jones,1975,M,hunter62@adventure-works.com,Northwest,Undergrad,Low,0,$50.0,$31.3,1.0,,112
16499,Ms. Danielle Kelly,1975,F,danielle5@adventure-works.com,Northwest,High School,Low,0,$10.0,$6.2,1.0,,5
16500,Ms. Chloe Perry,1975,F,chloe74@adventure-works.com,Northwest,High School,Low,0,$606.6,$238.6,1.0,,251
16501,Ms. Vanessa Wood,1975,F,vanessa2@adventure-works.com,Northwest,High School,Low,0,$10.0,$6.2,1.0,,117
16503,Mr. Christian Anderson,1975,M,christian45@adventure-works.com,Southwest,Undergrad,Average,0,$10.0,$6.2,1.0,,224
16504,Mr. Justin Russell,1974,M,justin17@adventure-works.com,Southwest,High School,Low,0,$602.9,$235.7,1.0,,266
16505,Ms. Erin Gray,1974,F,erin10@adventure-works.com,Southwest,High School,Low,0,$43.6,$27.9,1.0,,17
16506,Ms. Catherine Murphy,1973,F,catherine13@adventure-works.com,Canada,Undergrad,Average,0,$122.1,$75.5,2.0,$56.6358,177
16508,Mr. Brent Zhu,1939,M,brent13@adventure-works.com,France,Undergrad,Low,2,$137.9,$86.4,1.0,,126
16509,Mrs. Veronica Sai,1941,F,veronica6@adventure-works.com,United Kingdom,Undergrad,Low,1,$3314.7,$1338.1,2.0,$1274.3412,51
16510,Mr. Brad Nara,1942,M,brad17@adventure-works.com,France,Undergrad,Low,3,$52.3,$32.7,1.0,,263
16511,Mr. Joe Raman,1942,M,joe15@adventure-works.com,United Kingdom,Undergrad,Low,1,$58.2,$37.0,2.0,$30.8153,165
16512,Mr. Ricardo Sharma,1942,M,ricardo9@adventure-works.com,United Kingdom,Graduate,Low,1,$3260.9,$1290.6,2.0,$1204.5768,227
16513,Mr. Ronnie Wagner,1943,M,ronnie1@adventure-works.com,France,Undergrad,Low,3,$4419.6,$1757.1,2.0,$1561.8789,142
16514,Mr. Manuel Fernandez,1980,M,manuel14@adventure-works.com,Australia,Undergrad,Low,0,$1071.7,$413.1,1.0,,320
16515,Mr. Troy Sai,1980,M,troy6@adventure-works.com,Australia,Undergrad,Low,0,$1035.4,$416.7,1.0,,284
16516,Mr. Melvin She,1980,M,melvin0@adventure-works.com,Australia,Undergrad,Low,0,$1034.1,$416.4,1.0,,289
16517,Mrs. Katrina Raji,1976,F,katrina20@adventure-works.com,Australia,High School,Low,1,$1000.4,$394.8,1.0,,280
16518,Mrs. Krystal Holt,1976,F,krystal6@adventure-works.com,Australia,High School,Low,1,$1000.4,$394.8,1.0,,276
16519,Mrs. Yolanda Chander,1976,F,yolanda14@adventure-works.com,Australia,High School,Low,1,$1054.4,$407.2,1.0,,262
16520,Mrs. Misty Raji,1976,F,misty23@adventure-works.com,Australia,High School,Low,1,$1058.4,$431.1,1.0,,265
16521,Mrs. Tonya She,1979,F,tonya0@adventure-works.com,Australia,High School,Low,1,$1000.4,$394.8,1.0,,270
16522,Mrs. Casey Pal,1979,F,casey13@adventure-works.com,Australia,High School,Low,1,$1000.4,$394.8,1.0,,263
16523,Ms. Sandra Huang,1979,F,sandra12@adventure-works.com,Australia,Undergrad,Low,0,$1000.4,$394.8,1.0,,265
16524,Mr. Damien Huang,1979,M,damien4@adventure-works.com,Australia,Undergrad,Low,0,$1035.4,$416.7,1.0,,243
16525,Ms. Martha Liang,1978,F,martha16@adventure-works.com,Australia,Undergrad,Low,0,$1054.4,$407.2,1.0,,235
16526,Mr. Arthur Perez,1978,M,arthur22@adventure-works.com,Australia,Undergrad,Low,0,$1081.2,$444.1,1.0,,199
16527,Mr. Cory Arun,1978,M,cory5@adventure-works.com,Australia,Undergrad,Low,0,$1054.4,$407.2,1.0,,185
16528,Ms. Dominique Garcia,1978,F,dominique12@adventure-works.com,Australia,Undergrad,Low,0,$1000.4,$394.8,1.0,,189
16529,Mr. Jonathon Gutierrez,1977,M,jonathon8@adventure-works.com,Australia,Undergrad,Low,0,$1054.4,$407.2,1.0,,192
16530,Mrs. Priscilla Chander,1943,F,priscilla14@adventure-works.com,United Kingdom,Undergrad,Low,1,$2999.1,$1226.9,2.0,$1168.5076,27
16531,Mrs. Lacey Gao,1943,F,lacey27@adventure-works.com,United Kingdom,Undergrad,Low,1,$3335.1,$1345.9,2.0,$1281.7639,18
16532,Mr. Tommy Sharma,1961,M,tommy6@adventure-works.com,France,Undergrad,Low,1,$4658.6,$1807.1,2.0,$1626.3529,98
16533,Mrs. Kristen Cai,1961,F,kristen18@adventure-works.com,France,Undergrad,Low,1,$4454.6,$1779.0,2.0,$1601.1101,95
16534,Mrs. Claudia Holt,1961,F,claudia18@adventure-works.com,Germany,Graduate,Low,4,$4562.7,$1846.7,2.0,$1738.0652,67
16535,Mr. Colin Chen,1960,M,colin2@adventure-works.com,France,High School,Low,1,$75.2,$42.2,1.0,,207
16536,Mrs. Meghan Jimenez,1960,F,meghan5@adventure-works.com,France,High School,Low,1,$54.6,$34.2,1.0,,210
16537,Mr. Arthur Dominguez,1960,M,arthur37@adventure-works.com,Germany,Undergrad,Low,1,$50.0,$31.3,1.0,,215
16538,Mrs. Stacey Liang,1960,F,stacey18@adventure-works.com,Germany,Undergrad,Low,1,$4398.1,$1743.7,2.0,$1634.6824,82
16539,Mrs. Christy Li,1960,F,christy3@adventure-works.com,Germany,Undergrad,Low,1,$109.0,$46.8,1.0,,324
16540,Mr. Theodore Browning,1960,M,theodore16@adventure-works.com,Germany,Undergrad,Low,1,$4437.3,$1768.8,2.0,$1664.7308,36
16541,Mr. Micah Hu,1960,M,micah8@adventure-works.com,United Kingdom,Undergrad,Low,1,$3050.0,$1272.5,2.0,$1211.9361,18
16542,Mr. Jésus Ortega,1960,M,jésus21@adventure-works.com,United Kingdom,Undergrad,Low,1,$53.6,$34.1,2.0,$28.4259,2
16543,Mrs. Jenny Mcdonald,1960,F,jenny17@adventure-works.com,United Kingdom,Undergrad,Low,1,$65.9,$36.9,2.0,$24.577,111
16544,Mr. Eduardo Morgan,1959,M,eduardo80@adventure-works.com,France,High School,Low,1,$58.0,$36.3,1.0,,148
16545,Mrs. Alicia Pal,1959,F,alicia10@adventure-works.com,France,High School,Low,1,$62.5,$39.1,1.0,,77
16546,Mr. Terrance Jordan,1959,M,terrance1@adventure-works.com,United Kingdom,Undergrad,Low,2,$3058.5,$1277.9,2.0,$1217.0102,15
16547,Mr. Jake Yang,1958,M,jake5@adventure-works.com,France,Undergrad,Low,2,$4656.9,$1805.4,2.0,$1641.3176,88
16549,Mrs. Linda Moreno,1959,F,linda21@adventure-works.com,Germany,Undergrad,Low,3,$4667.2,$1810.0,2.0,$1703.5271,56
16550,Mr. Frederick Madan,1959,M,frederick6@adventure-works.com,United Kingdom,Undergrad,Low,0,$2999.1,$1226.9,2.0,$1168.5076,14
16551,Ms. Christy Shan,1959,F,christy27@adventure-works.com,France,Undergrad,Low,0,$4795.6,$1876.8,2.0,$1720.3643,33
16552,Mr. Joe Sanchez,1959,M,joe22@adventure-works.com,Germany,Undergrad,Low,0,$4729.0,$1850.6,2.0,$1741.7375,42
16553,Mrs. Gabriella Roberts,1959,F,gabriella26@adventure-works.com,United Kingdom,Graduate,Low,3,$2999.1,$1226.9,2.0,$1145.1375,211
16554,Mrs. Casey Chander,1958,F,casey17@adventure-works.com,United Kingdom,Undergrad,Low,1,$3038.1,$1263.3,2.0,$1203.1125,13
16555,Mr. Mathew Vazquez,1970,M,mathew10@adventure-works.com,France,High School,Low,1,$41.5,$26.0,1.0,,100
16556,Ms. Angelica Butler,1970,F,angelica14@adventure-works.com,Germany,Undergrad,Low,0,$138.9,$87.0,1.0,,189
16557,Mr. Derek Chander,1970,M,derek14@adventure-works.com,France,Undergrad,Low,0,$66.5,$41.6,1.0,,276
16558,Mr. Preston Sara,1970,M,preston9@adventure-works.com,Germany,Undergrad,Low,0,$50.0,$31.3,1.0,,278
16559,Mrs. Candace Martinez,1969,F,candace16@adventure-works.com,France,High School,Low,2,$4450.0,$1774.2,2.0,$1637.7355,5
16560,Mr. Kelvin Sun,1970,M,kelvin31@adventure-works.com,France,Undergrad,Low,0,$4381.1,$1733.0,2.0,$1599.7042,4
16561,Mr. Kurt Yuan,1970,M,kurt6@adventure-works.com,United Kingdom,Undergrad,Low,0,$3038.3,$1260.3,2.0,$1200.2684,7
16562,Ms. Colleen Zhang,1970,F,colleen0@adventure-works.com,United Kingdom,Graduate,Low,0,$2999.1,$1226.9,2.0,$1145.1375,186
16563,Mrs. Mackenzie Baker,1919,F,mackenzie37@adventure-works.com,United Kingdom,Graduate,Low,2,$99.2,$57.2,2.0,$47.6329,172
16564,Ms. Susan Wu,1969,F,susan16@adventure-works.com,United Kingdom,Undergrad,Low,0,$144.5,$90.5,2.0,$67.8614,124
16565,Mr. Corey Anand,1969,M,corey19@adventure-works.com,Germany,Graduate,Low,0,$7005.0,$2851.0,3.0,$1341.624,53
16566,Ms. Ashlee Shen,1969,F,ashlee9@adventure-works.com,France,Graduate,Low,0,$5615.7,$2345.3,3.0,$1074.9479,30
16567,Mr. Erick Lopez,1969,M,erick16@adventure-works.com,Germany,Graduate,Average,0,$6916.1,$2794.8,3.0,$1315.1816,54
16568,Mrs. Caroline Coleman,1922,F,caroline8@adventure-works.com,Germany,Graduate,Low,1,$75.0,$46.9,1.0,,319
16569,Mrs. Colleen Li,1952,F,colleen3@adventure-works.com,France,Undergrad,Low,3,$3936.5,$1491.8,2.0,$745.8882,356
16570,Mrs. Julie She,1952,F,julie4@adventure-works.com,France,Undergrad,Low,2,$4242.4,$1590.7,2.0,$795.337,343
16571,Mrs. Audrey Torres,1951,F,audrey13@adventure-works.com,United Kingdom,Undergrad,Low,2,$75.8,$47.5,2.0,$40.6934,14
16572,Mr. Jon Xu,1968,M,jon45@adventure-works.com,Germany,High School,Low,2,$4624.9,$1785.4,2.0,$1686.2512,12
16573,Mr. Ruben Dominguez,1968,M,ruben36@adventure-works.com,United Kingdom,Undergrad,Low,1,$2999.1,$1226.9,2.0,$1168.5076,11
16574,Mr. Joe Gomez,1968,M,joe25@adventure-works.com,United Kingdom,Undergrad,Low,1,$53.6,$34.1,2.0,$30.321,32
16575,Mrs. Veronica Vance,1944,F,veronica4@adventure-works.com,United Kingdom,Graduate,Very High,3,$6767.4,$2779.5,3.0,$1312.5198,117
16577,Mrs. Leah Chen,1946,F,leah1@adventure-works.com,France,Undergrad,Average,5,$85.0,$53.2,1.0,,147
16578,Mrs. Stefanie Weber,1946,F,stefanie3@adventure-works.com,Germany,Undergrad,High,2,$75.0,$46.9,1.0,,53
16579,Mr. Zachary Davis,1953,M,zachary34@adventure-works.com,United Kingdom,High School,Average,4,$120.2,$70.3,2.0,$56.2546,54
16580,Mrs. Dawn Chen,1954,F,dawn3@adventure-works.com,France,High School,High,3,$5234.3,$2183.0,3.0,$970.2214,145
16581,Mr. Kenneth Becker,1954,M,kenneth17@adventure-works.com,France,High School,High,3,$65.5,$41.0,1.0,,64
16582,Mr. Frank Torres,1954,M,frank19@adventure-works.com,Germany,High School,High,3,$35.0,$21.9,1.0,,308
16584,Mr. Devin Gray,1954,M,devin73@adventure-works.com,United Kingdom,High School,Very High,0,$186.2,$90.3,2.0,$75.217,167
16585,Mr. Vincent Sun,1954,M,vincent12@adventure-works.com,United Kingdom,High School,Very High,0,$6945.2,$2813.5,3.0,$1328.5991,98
16586,Mr. Leonard Chander,1953,M,leonard17@adventure-works.com,France,Undergrad,High,3,$70.0,$43.8,1.0,,155
16587,Mr. Zachary Martinez,1953,M,zachary48@adventure-works.com,Germany,Undergrad,High,3,$6834.0,$2821.7,3.0,$1310.0881,122
16588,Mr. Andre Martinez,1953,M,andre17@adventure-works.com,United Kingdom,Undergrad,High,4,$6783.6,$2808.9,3.0,$1321.831,114
16589,Mr. Martin Suri,1953,M,martin6@adventure-works.com,United Kingdom,Undergrad,High,5,$7096.1,$2904.3,3.0,$1366.7184,102
16590, Shawn Deng,1953,NA,shawn3@adventure-works.com,United Kingdom,Undergrad,Very High,3,$179.0,$93.9,2.0,$62.599,132
16591,Mr. Clarence He,1953,M,clarence11@adventure-works.com,United Kingdom,Undergrad,Very High,3,$151.2,$68.4,2.0,$56.9641,53
16592,Mrs. Jacquelyn Gomez,1952,F,jacquelyn1@adventure-works.com,France,Undergrad,Average,4,$78.6,$49.8,1.0,,288
16593,Mrs. Suzanne He,1952,F,suzanne20@adventure-works.com,United Kingdom,Undergrad,High,4,$131.6,$80.6,2.0,$60.4479,222
16594,Mr. Andrew Jones,1952,M,andrew12@adventure-works.com,United Kingdom,Undergrad,Very High,4,$6986.4,$2835.7,3.0,$1334.4258,117
16595,Mr. Cameron Anderson,1952,M,cameron50@adventure-works.com,United Kingdom,Undergrad,Very High,4,$6661.8,$2734.9,3.0,$1287.0003,112
16596,Mrs. Gabrielle Carter,1951,F,gabrielle53@adventure-works.com,France,High School,Average,5,$4250.6,$1816.7,2.0,$1614.8216,129
16597,Mrs. Kelli Xu,1951,F,kelli13@adventure-works.com,Germany,Undergrad,High,3,$108.5,$67.9,1.0,,300
16598,Mrs. Kate Rai,1951,F,kate14@adventure-works.com,United Kingdom,High School,High,4,$6894.5,$2781.2,3.0,$1308.8184,93
16599,Mr. Ramón Cai,1950,M,ramón19@adventure-works.com,United Kingdom,Undergrad,Very High,4,$175.1,$94.1,2.0,$80.6341,9
16600,Mrs. Janet Suarez,1948,F,janet25@adventure-works.com,France,High School,Average,4,$126.7,$66.1,1.0,,225
16601,Mrs. Tabitha Rana,1948,F,tabitha9@adventure-works.com,United Kingdom,High School,High,5,$107.8,$60.1,2.0,$51.4756,42
16602,Mrs. Jill Travers,1948,F,jill19@adventure-works.com,United Kingdom,High School,Very High,4,$86.8,$54.4,2.0,$27.1808,116
16603,Mrs. Scott Seely,1947,F,scott11@adventure-works.com,Germany,High School,High,4,$6788.2,$2804.9,3.0,$1302.2726,137
16604,Mr. Roy Serrano,1947,M,roy36@adventure-works.com,Germany,High School,High,5,$77.6,$49.1,1.0,,64
16605,Ms. Toni Randall,1975,F,toni11@adventure-works.com,Australia,Undergrad,Average,0,$118.5,$74.2,2.0,$66.7796,5
16606,Mr. Ricky Blanco,1976,M,ricky16@adventure-works.com,Australia,Undergrad,Average,0,$101.7,$63.7,2.0,,133
16607,Mr. Logan Gonzales,1975,M,logan18@adventure-works.com,Australia,Undergrad,Average,0,$2097.6,$973.7,1.0,,21
16608,Mr. Ricky Martin,1975,M,ricky0@adventure-works.com,Australia,Undergrad,Average,0,$134.2,$84.6,2.0,$76.11,36
16609,Mr. Gary Jimenez,1974,M,gary16@adventure-works.com,Australia,Undergrad,Average,0,$393.0,$246.0,2.0,$164.0117,268
16610,Ms. Sydney Clark,1974,F,sydney81@adventure-works.com,Australia,Undergrad,Average,0,$102.6,$64.2,2.0,$32.1012,265
16611,Mr. Dylan Rodriguez,1975,M,dylan50@adventure-works.com,Australia,Undergrad,Average,0,$80.5,$50.4,2.0,$45.3649,30
16612,Ms. Ebony Ashe,1975,F,ebony31@adventure-works.com,Australia,Undergrad,Average,0,$2071.4,$953.6,1.0,,1
16613,Ms. Cassie Sutton,1974,F,cassie2@adventure-works.com,Australia,Undergrad,Average,0,$187.9,$116.4,2.0,$96.9623,129
16614,Ms. Alison Shen,1973,F,alison1@adventure-works.com,Australia,Undergrad,Average,0,$139.1,$87.1,2.0,$65.3166,41
16615,Ms. Kaitlin Patel,1973,F,kaitlin3@adventure-works.com,Australia,Undergrad,Average,0,$185.1,$115.8,2.0,$77.2273,181
16616,Mr. Kelvin Liang,1974,M,kelvin35@adventure-works.com,Australia,Undergrad,Average,0,$2098.7,$974.3,1.0,,23
16617,Mr. Alvin Xie,1974,M,alvin25@adventure-works.com,Australia,High School,High,0,$195.5,$101.0,2.0,$88.394,105
16618,Ms. Cassandra Subram,1974,F,cassandra14@adventure-works.com,Australia,Undergrad,High,0,$94.7,$59.3,2.0,$47.4254,27
16619,Mrs. Whitney Perez,1974,F,whitney20@adventure-works.com,Australia,High School,High,5,$126.2,$79.6,2.0,$63.657,159
16620,Mr. Cameron Thompson,1973,M,cameron33@adventure-works.com,Australia,Undergrad,Average,0,$2071.1,$957.0,1.0,,25
16621,Ms. Birgit Seidel,1973,F,birgit0@adventure-works.com,Australia,High School,High,0,$117.4,$73.5,2.0,,107
16622,Mr. Byron Navarro,1973,M,byron6@adventure-works.com,Australia,High School,High,0,$44.6,$27.9,1.0,,136
16623,Mr. Andres Lal,1973,M,andres5@adventure-works.com,Australia,Undergrad,Very High,5,$2155.0,$1006.5,1.0,,20
16624,Mr. Albert Alvarez,1972,M,albert7@adventure-works.com,Australia,Undergrad,Average,0,$2121.4,$984.8,1.0,,5
16625,Mr. Grant Deng,1972,M,grant3@adventure-works.com,Australia,High School,High,0,$131.0,$82.0,2.0,$61.5137,177
16626, Nathaniel Morgan,1972,NA,nathaniel14@adventure-works.com,Australia,High School,High,0,$110.5,$69.2,2.0,$46.1319,221
16627,Ms. Claudia Chen,1971,F,claudia1@adventure-works.com,Australia,Undergrad,Average,0,$127.2,$79.6,2.0,$63.6766,181
16628,Mr. Francisco Prasad,1971,M,francisco10@adventure-works.com,Australia,Undergrad,Average,0,$222.6,$139.3,2.0,$104.4918,6
16629,Ms. Rosa Zheng,1972,F,rosa19@adventure-works.com,Australia,High School,High,0,$2106.4,$975.5,1.0,,18
16630,Mr. Jaime Sutton,1972,M,jaime28@adventure-works.com,Australia,High School,High,0,$2150.0,$1003.3,1.0,,23
16631,Ms. Haley Ward,1971,F,haley13@adventure-works.com,Australia,Undergrad,Average,0,$2076.0,$956.4,1.0,,6
16632,Mr. Ruben Romero,1971,M,ruben32@adventure-works.com,Australia,High School,High,0,$105.1,$65.8,2.0,$49.3631,75
16633,Ms. Kelli Becker,1971,F,kelli43@adventure-works.com,Australia,High School,High,0,$78.2,$49.5,1.0,,160
16634,Ms. Jenny Hu,1970,F,jenny22@adventure-works.com,Australia,Undergrad,Average,0,$149.2,$93.9,2.0,$46.969,67
16635,Mr. Erick Suri,1970,M,erick0@adventure-works.com,Australia,High School,High,0,$41.2,$25.8,1.0,,253
16636,Mr. Danny Gomez,1970,M,danny1@adventure-works.com,Australia,High School,High,0,$2131.2,$992.9,1.0,,18
16638,Mr. Dennis Ye,1971,M,dennis11@adventure-works.com,Australia,High School,High,0,$2191.3,$1007.3,1.0,,14
16639,Ms. Renee Romero,1971,F,renee8@adventure-works.com,Australia,High School,High,0,$2091.4,$966.1,1.0,,9
16640,Mr. Colin Lal,1971,M,colin32@adventure-works.com,Australia,High School,High,0,$105.0,$65.7,1.0,,253
16641,Mrs. Julia Bailey,1941,F,julia52@adventure-works.com,Southwest,Undergrad,Average,5,$2211.7,$1042.3,1.0,,63
16642,Mr. Mason Mitchell,1941,M,mason32@adventure-works.com,Northwest,Undergrad,High,2,$38.6,$24.7,1.0,,32
16643,Mr. Fernando Wilson,1941,M,fernando7@adventure-works.com,Canada,Graduate,Very High,1,$125.6,$79.2,2.0,$39.5948,228
16644,Mr. Leonard Goel,1941,M,leonard21@adventure-works.com,Southwest,Graduate,Very High,1,$10.0,$6.2,1.0,,153
16645,Mrs. Chelsea Subram,1942,F,chelsea14@adventure-works.com,Southwest,Undergrad,Average,5,$2111.0,$978.3,1.0,,79
16646,Mr. Xavier Collins,1942,M,xavier42@adventure-works.com,Canada,Graduate,High,2,$277.3,$141.2,2.0,$70.5888,5
16647,Mrs. Anna Alexander,1942,F,anna44@adventure-works.com,Southwest,Graduate,High,2,$58.0,$22.6,1.0,,101
16648,Mrs. Rachel Coleman,1942,F,rachel53@adventure-works.com,Southwest,Undergrad,High,2,$14.6,$9.1,1.0,,18
16649,Mrs. Makayla Stewart,1943,F,makayla18@adventure-works.com,Canada,Undergrad,High,2,$171.2,$102.2,2.0,$68.1461,5
16650,Mrs. Kaitlyn Green,1943,F,kaitlyn12@adventure-works.com,Northwest,Graduate,High,2,$10.0,$6.2,1.0,,52
16651,Mrs. Abigail Martinez,1943,F,abigail58@adventure-works.com,Northwest,Undergrad,High,2,$27.3,$12.1,1.0,,35
16652,Ms. Nicole Richardson,1973,F,nicole36@adventure-works.com,Southwest,Undergrad,Average,0,$54.0,$33.8,1.0,,156
16653,Ms. Isabella Phillips,1973,F,isabella36@adventure-works.com,Northwest,Undergrad,Average,0,$2171.0,$1019.6,1.0,,80
16654,Ms. Heather Zhang,1973,F,heather0@adventure-works.com,Canada,Undergrad,Average,0,$2838.7,$1248.8,2.0,$1040.6938,142
16655,Ms. Destiny Taylor,1976,F,destiny9@adventure-works.com,Southwest,Undergrad,Average,0,$38.6,$24.7,1.0,,106
